,Organization Name,Organization Name URL,Transaction Name,Transaction Name URL,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Type,Organization Industries,Announced Date,Lead Investors,Investor Names,Funding Stage,Money Raised,Money Raised Currency,Money Raised (in USD),Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Diversity Spotlight (US Headquarters Only),Organization Website,Organization Revenue Range,Funding Status,Number of Funding Rounds,Organization Location
2566,Komus,https://www.crunchbase.com/organization/komus,Non Equity Assistance - Komus,https://www.crunchbase.com/funding_round/komus-non-equity-assistance--00658f63,,USD,,Non-equity Assistance,"Blockchain, Mobile, Network Security, Security",2018-07-01,Google for Startups,Google for Startups,,,,,,,,No,Komus is a decentralized protection platform for smartphones.,,https://www.komus.io/,,,1,"São Paulo, Sao Paulo, Brazil, South America"
2567,Tutorbox,https://www.crunchbase.com/organization/tutorbox,Venture Round - Tutorbox,https://www.crunchbase.com/funding_round/tutorbox-series-unknown--eb840bf0,,USD,,Venture - Series Unknown,"Corporate Training, E-Learning, Education, Training",2018-07-01,,Bossanova Investimentos,,,,,,,,Yes,Tutorbox is an E-learning platform that creates and keeps your SaaS tutorial videos up to date in a recurring model.,,http://www.tutorbox.com.br,,,1,"Curitiba, Parana, Brazil, South America"
2568,Looqbox,https://www.crunchbase.com/organization/looqbox,Non Equity Assistance - Looqbox,https://www.crunchbase.com/funding_round/looqbox-non-equity-assistance--2fe0d677,15000000.0,BRL,2916075.0,Non-equity Assistance,"Big Data, Business Intelligence, Computer, Information Technology, Software",2018-07-01,Google for Startups,Google for Startups,,,,,,,,No,Looqbox is a new kind of business intelligence solution in the market.,,https://www.looqbox.com/,,Seed,2,"São Paulo, Sao Paulo, Brazil, South America"
2569,Printi,https://www.crunchbase.com/organization/printi,Series B - Printi,https://www.crunchbase.com/funding_round/printi-series-b--27bda5c2,56200000.0,USD,56200000.0,Series B,"Asset Management, B2B, Commercial, E-Commerce, Information Technology, Internet, Marketing, Printing",2018-07-01,,,Early Stage Venture,30000000.0,USD,30000000.0,,,,Yes,Printi is a B2B e-commerce company that aims on breaking the lack of transparency and efficiency in printed products.,,https://www.printi.com.br/,$50M to $100M,Early Stage Venture,3,"São Paulo, Sao Paulo, Brazil, South America"
2570,idwall,https://www.crunchbase.com/organization/idwall,Non Equity Assistance - idwall,https://www.crunchbase.com/funding_round/idwall-non-equity-assistance--f904fee9,51800000.0,USD,51800000.0,Non-equity Assistance,"Artificial Intelligence (AI), Big Data, Identity Management, Information Technology, Machine Learning, SaaS, Security, Software",2018-07-01,Google for Startups,Google for Startups,,,,,,,,No,"idwall is the ultimate identity management platform to automate verification processes, prevent fraud, and ensure compliance with ease.",,https://idwall.co,$1M to $10M,Late Stage Venture,6,"São Paulo, Sao Paulo, Brazil, South America"
2571,Nagro,https://www.crunchbase.com/organization/nagro,Non Equity Assistance - Nagro,https://www.crunchbase.com/funding_round/nagro-non-equity-assistance--51986b09,50425000.0,USD,50425000.0,Non-equity Assistance,"Agriculture, AgTech, Artificial Intelligence (AI), Big Data, Financial Services, FinTech, Lending, Machine Learning",2018-07-01,Google for Startups,Google for Startups,,,,,,,,No,"Nagro is a brazilian agfintech, delivering credit to small and midsize farmers and helping agribusiness chain reduce risk throughs BigData.",,https://nagro.com.br/,Less than $1M,Early Stage Venture,6,"Uberlândia, Minas Gerais, Brazil, South America"
2572,Gero Obras,https://www.crunchbase.com/organization/gero-obras,Non Equity Assistance - Gero Obras,https://www.crunchbase.com/funding_round/gero-obras-non-equity-assistance--ca6c40d4,,USD,,Non-equity Assistance,"B2B, Civil Engineering, Construction, Consulting, SaaS",2018-07-01,Google for Startups,Google for Startups,,,,,,,,No,Gero Obras is the world's 1st digital engineer to control works.,,http://geroobras.com.br/,,,1,"Belém, Paraiba, Brazil, South America"
2573,2Pcom,https://www.crunchbase.com/organization/2pcom,Non Equity Assistance - 2Pcom,https://www.crunchbase.com/funding_round/2pcom-non-equity-assistance--1e5c33b7,,USD,,Non-equity Assistance,"Consulting, Digital Marketing, Employment, Social Media Marketing, Software",2018-07-01,Google for Startups,Google for Startups,,,,,,,,No,2Pcom is a communications platform that connects peripheral businesses to freelance professionals through it communication solutions.,,https://www.2pcom.com.br/,,,1,"São Paulo, Sao Paulo, Brazil, South America"
2574,Menu Price,https://www.crunchbase.com/organization/menu-price,Non Equity Assistance - Menu Price,https://www.crunchbase.com/funding_round/menu-price-non-equity-assistance--fdae538d,,USD,,Non-equity Assistance,Restaurants,2018-07-01,Google for Startups,Google for Startups,,,,,,,,No,Menu Price is a restaurant cost management platform that calculates the ideal price for each menu item.,,http://www.menuprice.com.br,,,1,"Maceió, Alagoas, Brazil, South America"
2575,PromoContent,https://www.crunchbase.com/organization/promocontent,Non Equity Assistance - PromoContent,https://www.crunchbase.com/funding_round/promocontent-non-equity-assistance--a6ce81fb,300000.0,BRL,79789.0,Non-equity Assistance,"Artificial Intelligence (AI), Content Marketing, Machine Learning",2018-07-01,Google for Startups,Google for Startups,,,,,,,,No,PromoContent changes how using artificial intelligence and machine learning to add data to content creation changes the market.,,https://promocontent.io,,Seed,2,"São Paulo, Sao Paulo, Brazil, South America"
2576,Desenvolver Brincando,https://www.crunchbase.com/organization/desenvolver-brincando,Non Equity Assistance - Desenvolver Brincando,https://www.crunchbase.com/funding_round/desenvolver-brincando-non-equity-assistance--42bae07a,,USD,,Non-equity Assistance,"Fitness, Health Care, Social",2018-07-01,Google for Startups,Google for Startups,,,,,,,,No,"Desenvolver Brincando is a fitness organisation that provides play activities that stimulate, develop, and connect families.",,https://www.desenvolverbrincando.com.br/,,,1,"Brazilia, Minas Gerais, Brazil, South America"
2577,Hubbon,https://www.crunchbase.com/organization/hubbon,Non Equity Assistance - Hubbon,https://www.crunchbase.com/funding_round/hubbon-non-equity-assistance--83034426,,USD,,Non-equity Assistance,"E-Commerce, E-Commerce Platforms, Shopping",2018-07-01,Google for Startups,Google for Startups,,,,,,,,No,Hubbon is an app that makes shopping at airports become more simple.,,http://hubbon.aero/,,,1,"Guarulhos, Sao Paulo, Brazil, South America"
2578,Herforce,https://www.crunchbase.com/organization/herforce,Non Equity Assistance - Herforce,https://www.crunchbase.com/funding_round/herforce-non-equity-assistance--43f0a2e5,,USD,,Non-equity Assistance,"Human Resources, Recruiting, Women's",2018-07-01,Google for Startups,Google for Startups,,,,,,,,No,"HerForce connects women to multiple job openings and provides ratings, reviews of various companies given by women.",,https://www.herforce.com.br/,,,1,"São Paulo, Sao Paulo, Brazil, South America"
2579,Satoshi Investimentos,https://www.crunchbase.com/organization/satoshi-investimentos,Venture Round - Satoshi Investimentos,https://www.crunchbase.com/funding_round/satoshi-investimentos-series-unknown--1f7d70bf,,USD,,Venture - Series Unknown,"Cryptocurrency, Financial Exchanges, Financial Services, FinTech",2018-07-01,,Bossanova Investimentos,,,,,,,,Yes,Satoshi Investimentos is an investment management firm focused on crypto-coins and ICOs.,,https://appsatoshi.com/,,,1,"Porto Alegre, Rio Grande do Sul, Brazil, South America"
2580,Embalare,https://www.crunchbase.com/organization/embalare,Non Equity Assistance - Embalare,https://www.crunchbase.com/funding_round/embalare-non-equity-assistance--b1577d41,,USD,,Non-equity Assistance,"B2B, Pet, Product Design, Service Industry",2018-07-01,Google for Startups,Google for Startups,,,,,,,,No,Embalare serves every company that has products that need protection during transportation.,,https://embalare.com.br/,,,1,"São Paulo, Sao Paulo, Brazil, South America"
2581,eureciclo,https://www.crunchbase.com/organization/eureciclo,Pre Seed Round - eureciclo,https://www.crunchbase.com/funding_round/eureciclo-pre-seed--69922928,23050000.0,USD,23050000.0,Pre-Seed,"Consumer Goods, Environmental Consulting, Recycling",2018-07-01,,Grão,Seed,,,,,,,Yes,"eureciclo connects consumer goods brands with recyclers, promoting recycling with social responsibility.",,https://alias.eureciclo.com.br/,$1M to $10M,Early Stage Venture,5,"São Paulo, Sao Paulo, Brazil, South America"
2582,Marmotex,https://www.crunchbase.com/organization/marmotex,Non Equity Assistance - Marmotex,https://www.crunchbase.com/funding_round/marmotex-non-equity-assistance--b799e125,200000.0,USD,200000.0,Non-equity Assistance,"Food and Beverage, Logistics, Restaurants, Snack Food, Subscription Service",2018-07-01,Google for Startups,Google for Startups,,,,,,,,No,Marmotex is a delivery service where delicious food from local restaurants reach our busy customers.,,https://www.marmotex.com/,Less than $1M,Seed,2,"São Paulo, Sao Paulo, Brazil, South America"
2583,Company Hero,https://www.crunchbase.com/organization/company-hero,Seed Round - Company Hero,https://www.crunchbase.com/funding_round/company-hero-seed--73d2e2b2,5000000.0,BRL,1096284.0,Seed,"Information Technology, Legal Tech, Professional Services, Service Industry, Software",2018-07-01,,,Seed,1800000.0,BRL,464260.0,,,,Yes,"Company Hero facilitates company related registration and fillings from start to finish helping accountants, lawyers and their clients.",,https://www.companyhero.com/,,Seed,2,"São Paulo, Sao Paulo, Brazil, South America"
2584,Arquivei,https://www.crunchbase.com/organization/arquivei,Series A - Arquivei,https://www.crunchbase.com/funding_round/arquivei-series-a--cf185931,52406317.0,USD,52406317.0,Series A,"Information Services, Information Technology, Intelligent Systems, SaaS, Software",2018-06-29,,"Igah Ventures, Valor Capital Group",Early Stage Venture,,,,,,,Yes,Arquivei provides a database of legal documents issued in Brazil.,,https://arquivei.com.br/,$50M to $100M,Early Stage Venture,6,"São Carlos Do Pinhal, Sao Paulo, Brazil, South America"
2585,Cinnecta,https://www.crunchbase.com/organization/cinnecta,Seed Round - Cinnecta,https://www.crunchbase.com/funding_round/cinnecta-seed--6b74acbb,3600000.0,BRL,928577.0,Seed,"Analytics, Machine Learning, Software",2018-06-29,Inseed Investimentos,Inseed Investimentos,Seed,3600000.0,BRL,928576.0,,,,Yes,Cinnecta enables customers to put themselves on their customers’ shoes using data intelligence.,,http://www.cinnecta.com/,Less than $1M,M&A,3,"Belo Horizonte, Minas Gerais, Brazil, South America"
2586,KCollector,https://www.crunchbase.com/organization/kcollector,Pre Seed Round - KCollector,https://www.crunchbase.com/funding_round/kcollector-pre-seed--ad87dbda,,USD,,Pre-Seed,"Mobile Apps, Mobile Payments, Software",2018-06-28,BMG UpTech,"BMG UpTech, Bossanova Investimentos",Seed,,,,,,,Yes,KCollector is a mobile application that collects the bar codes through the camera of the mobile phone.,,https://www.kcollector.com.br,,Seed,1,"Contagem, Minas Gerais, Brazil, South America"
2587,Husky,https://www.crunchbase.com/organization/husky,Pre Seed Round - Husky,https://www.crunchbase.com/funding_round/husky-pre-seed--695f0c89,,USD,,Pre-Seed,,2018-06-28,,Bossanova Investimentos,Seed,,,,,,,Yes,Husky is an app that provides payment services.,,http://husky.io,$1M to $10M,M&A,1,"Araraquara, Sao Paulo, Brazil, South America"
2588,BioSolvit,https://www.crunchbase.com/organization/biosolvit,Venture Round - BioSolvit,https://www.crunchbase.com/funding_round/biosolvit-series-unknown--98b19521,,USD,,Venture - Series Unknown,"Biotechnology, Market Research, Natural Resources",2018-06-28,,Bossanova Investimentos,,,,,,,,Yes,BioSolvit is a biotechnology company that develops clean technology with reduction of production costs and delivery of better results.,,http://www.biosolvit.com/,,,2,"Barra Mansa, Rio de Janeiro, Brazil, South America"
2589,StopClub,https://www.crunchbase.com/organization/stopclub,Seed Round - StopClub,https://www.crunchbase.com/funding_round/stopclub-seed--f5e65e8a,,USD,,Seed,"Communities, Mobile Apps, Social Network",2018-06-28,,"Andréa Nogueira, CFA",Seed,,,,,,,Yes,StopClub is a social fintech for gig workers.,,https://app.stopclub.com.br/,Less than $1M,Seed,4,"Rio De Janeiro, Rio de Janeiro, Brazil, South America"
2590,Venuxx,https://www.crunchbase.com/organization/venuxx,Seed Round - Venuxx,https://www.crunchbase.com/funding_round/venuxx-seed--fb1ac960,,USD,,Seed,"Apps, iOS, Mobile, Mobile Apps",2018-06-28,Bossanova Investimentos,"BMG UpTech, Bossanova Investimentos",Seed,,,,,,,Yes,Venuxx is an urban mobility platform platform and a mobile app that connects exclusively women.,,https://www.venuxx.com/,,,2,"São Paulo, Sao Paulo, Brazil, South America"
2591,Trackage,https://www.crunchbase.com/organization/trackage,Seed Round - Trackage,https://www.crunchbase.com/funding_round/trackage-seed--fd0a06d2,6000000.0,BRL,1107870.0,Seed,"Android, Apps, Automotive, Hardware, Information Technology, iOS, Logistics, Transportation",2018-06-28,BMG UpTech,"BMG UpTech, Bossanova Investimentos",Seed,,,,,,,Yes,Trackage is an information tech and services company that specializes in monitoring everything that offers monitoring solutions.,,http://www.trackage.com.br/,$1M to $10M,Seed,4,"Curitiba, Parana, Brazil, South America"
2592,3Cariocas,https://www.crunchbase.com/organization/3cariocas,Equity Crowdfunding - 3Cariocas,https://www.crunchbase.com/funding_round/3cariocas-equity-crowdfunding--475560b1,2000000.0,BRL,517719.0,Equity Crowdfunding,"Food and Beverage, Internet",2018-06-28,EqSeed,EqSeed,,2000000.0,BRL,517719.0,,,,Yes,"3Cariocas is a bold and creative artisan brewery, aiming to break society's paradigms through unique beers and moments.",,http://3cariocas.rio/en/home,,,1,"Botafogo, Rio de Janeiro, Brazil, South America"
2593,SS Telemática,https://www.crunchbase.com/organization/ss-telemática,Pre Seed Round - SS Telemática,https://www.crunchbase.com/funding_round/ss-telemática-pre-seed--fece46d6,,USD,,Pre-Seed,,2018-06-28,Bossanova Investimentos,"BMG UpTech, Bossanova Investimentos",Seed,,,,,,,Yes,Tecnologia a serviço da economia de combustível e manutenção da sua frota.,,https://sstelematica.com.br/,,Seed,1,"Nova Lima, Minas Gerais, Brazil, South America"
2594,Nota Registrada,https://www.crunchbase.com/organization/nota-registrada,Pre Seed Round - Nota Registrada,https://www.crunchbase.com/funding_round/nota-registrada-pre-seed--1445c98d,,USD,,Pre-Seed,"Artificial Intelligence (AI), B2B, Financial Services, FinTech, Information Technology",2018-06-28,,"BMG UpTech, Bossanova Investimentos",Seed,,,,,,,Yes,A new generation of collaborative Value Chain Finance platform,,http://www.notaregistrada.com.br,,Seed,1,"Pinheiros, Sao Paulo, Brazil, South America"
2595,Attivilog,https://www.crunchbase.com/organization/attivilog,Pre Seed Round - Attivilog,https://www.crunchbase.com/funding_round/attivilog-pre-seed--005d1cfe,,USD,,Pre-Seed,"B2B, Delivery, Fleet Management, SaaS, Software, Transportation",2018-06-28,BMG UpTech,"BMG UpTech, Bossanova Investimentos",Seed,,,,,,,Yes,Attivilog serves small and medium-sized carriers with productivity and simplicity.,,http://www.attivilog.com.br/,,Seed,1,"Caxias Do Sul, Rio Grande do Sul, Brazil, South America"
2596,Cuidas,https://www.crunchbase.com/organization/cuidas,Seed Round - Cuidas,https://www.crunchbase.com/funding_round/cuidas-seed--f1778c74,,USD,,Seed,"Health Care, Information Technology, Medical",2018-06-28,,Canary,Seed,,,,,,,Yes,Cuidas provides a platform that connects doctors and family nurses with patients in companies.,,https://cuidas.com.br,$1M to $10M,M&A,4,"São Paulo, Sao Paulo, Brazil, South America"
2597,Termoweb,https://www.crunchbase.com/organization/termoweb,Venture Round - Termoweb,https://www.crunchbase.com/funding_round/termoweb-series-unknown--04fd88b4,,USD,,Venture - Series Unknown,"Electronics, Facility Management, Industrial Automation",2018-06-28,,Bossanova Investimentos,,,,,,,,Yes,Termoweb enables the electronic management and automation of temperature and humidity data in a wide range of situations.,,http://www.termoweb.com.br,,,1,"Uberlândia, Minas Gerais, Brazil, South America"
2598,Navalport,https://www.crunchbase.com/organization/navalport,Pre Seed Round - Navalport,https://www.crunchbase.com/funding_round/navalport-pre-seed--7827a440,,USD,,Pre-Seed,,2018-06-28,BMG UpTech,"BMG UpTech, Bossanova Investimentos",Seed,,,,,,,Yes,NavalPort Tecnologia is a technology firm that offers waterway management services.,,https://www.navalport.com/,,Seed,1,"Recife, Bahia, Brazil, South America"
